cert,rcon2200_total_deposits,riad4073_total_interest_expense,riad4079_total_noninterest_income,riad4093_total_noninterest_expense,riad4107_total_interest_income,riad4340_net_income,riad4135_salaries_and_employee_benefits,n_missing,riad4092_other_noninterest_expense,riad4518_other_interest_income,name,asset,age,roa,roe,offices,specialization,bank_class,riad3196_relzd_gains(loss)_on_avl-fr-sle_secs,rconk115_ln_rstr_secd_nonfarm_own_pd_90
15738,64459,532,132,1474,2875,951,796,211,293,20,Security State Bank,82770,79.1041095890411,1.18,10.29,3,Agricultural  Specialization,NM,0,0
26499,235427,2666,742,9595,13828,2309,6073,216,2599,91,American National Bank of Minnesota,291797,36.054794520547944,0.84,7.12,9,Commercial Lending Specialization,N,0,0
3614,275233,1964,1110,7407,12477,3451,4149,211,2145,18,Casey State Bank,308067,139.45205479452054,1.18,11.38,9,Agricultural  Specialization,NM,0,0
7123,443232,775,3190,14982,20388,6259,8997,252,4260,25,Jeff Bank,501695,105.68219178082192,1.23,12.02,12,Commercial Lending Specialization,NM,0,0
2850,396060,783,2375,10326,16025,5781,6197,252,2814,0,Farmers Bank,463027,102.07123287671233,1.27,9.19,6,Agricultural  Specialization,NM,0,407
16288,67006,384,253,3169,3997,452,1698,259,1223,5,Southern Bank,76932,73.90958904109588,0.57,4.85,5,All Other Specialization  < 1 Billion,NM,0,0
23886,370594,2701,1139,12058,18306,4530,6894,252,3565,28,"American Bank, National Association",432090,36.942465753424656,1.03,10.45,3,Commercial Lending Specialization,N,0,0
23041,787111,2085,9285,33390,40792,11928,21093,190,8969,112,Bank of the Pacific,907088,39.4027397260274,1.32,11.83,16,Commercial Lending Specialization,NM,0,0
3615,49216,357,898,2311,2481,505,1201,259,832,0,Catlin Bank,56377,115.03287671232877,0.87,9.2,3,Commercial Lending Specialization,NM,0,0
8848,63823,257,180,1912,2604,575,977,252,670,2,CenBank,69884,126.44109589041096,0.86,11.49,3,Agricultural  Specialization,NM,0,0
8035,131572,1317,812,4503,6677,1669,3162,252,762,28,Bath State Bank,161192,95.61643835616438,1.07,10.73,2,Agricultural  Specialization,NM,0,0
21635,47963,319,145,1644,2512,485,747,259,747,1,The Bank of Bourbonnais,59480,44.92054794520548,0.73,5.6,1,Commercial Lending Specialization,NM,0,0
14036,202797,1167,807,4791,8843,3549,2749,259,1295,41,The Missouri Bank,231019,85.41643835616438,1.6,14.37,5,Commercial Lending Specialization,SM,-5,0
4160,490364,5937,1641,14126,25165,3557,9202,252,4209,60,Regent Bank,580713,121.43835616438356,0.69,6.87,5,Commercial Lending Specialization,NM,0,0
1098,60369,225,123,1757,2171,278,1018,252,556,10,Root River State Bank,68687,162.56712328767122,0.41,3.4,1,Agricultural  Specialization,SM,0,0
32331,102866,1327,304,3808,5386,2383,2266,257,1051,52,Madison Bank of Maryland,149992,115.0986301369863,1.6,9.73,3,Mortgage Lending Specialization,SA,0,0
16635,34760,540,27,1966,2121,-467,800,259,140,11,American Equity Bank,45881,82.25205479452055,-1.01,-7.76,2,Commercial Lending Specialization,NM,0,0
4161,61945,418,68,1235,3231,1273,644,250,398,46,First National Bank in Okeene,78226,102.6082191780822,1.68,9.86,1,Agricultural  Specialization,N,2,0
28513,1083912,19578,116621,132524,74659,30722,98469,191,24927,742,"WaterStone Bank, SSB",1911865,98.42465753424658,1.64,8.14,13,Commercial Lending Specialization,SB,0,0
4190,893271,7220,8546,27642,38625,12061,16203,185,7519,101,American Heritage Bank,1114275,113.98356164383561,1.09,11.71,22,All Other Specialization  > 1 Billion,SM,152,0
16282,46552,176,51,1048,2064,855,585,252,407,0,Bank of Bearden,53159,73.9013698630137,1.45,13.92,1,Commercial Lending Specialization,NM,0,0
5116,99797,829,956,3820,5374,1301,2262,252,985,18,Granite Community Bank,112986,117.43835616438356,1.13,13.11,1,Commercial Lending Specialization,NM,0,0
5595,193544,1298,741,3368,7145,3132,1896,216,1051,25,The Yoakum National Bank,223812,129.44383561643835,1.43,10.76,1,All Other Specialization  < 1 Billion,N,-10,0
18200,661237,6611,4350,23348,30683,8768,15029,252,5632,331,Dime Bank,854234,150.45753424657534,1.05,9.45,12,Commercial Lending Specialization,SB,6582,0
5117,85645,344,286,2072,2724,487,1133,259,645,12,The First National Bank of Coleraine,92302,113.43561643835616,0.55,7.57,2,Other Specialized Lending < 1 Billion,N,0,0
8728,15721557,61507,506497,842948,677271,187506,450260,181,294438,1533,Arvest Bank,18445594,148.45753424657534,1.05,9.64,298,Commercial Lending Specialization,SM,-1824,0
9326,162302,1009,754,6026,8877,2346,3551,250,1527,12,Washington State Bank,190355,126.16986301369863,1.25,11.93,7,Commercial Lending Specialization,NM,0,0
9288,589747,3944,5687,16038,29132,13252,8522,252,5876,154,First Bank of Berne,711379,127.64109589041095,1.94,20.59,9,Agricultural  Specialization,SM,-100,0
9388,117349,1190,1005,5820,8087,1400,3154,252,2263,11,The Corner Stone Bank,141121,121.43835616438356,0.99,7.5,5,Agricultural  Specialization,NM,-2,0
21122,1043274,7514,78761,119729,51981,1434,78301,187,34963,58,Bridgeview Bank Group,1252931,45.92054794520548,-0.06,-0.54,17,Commercial Lending Specialization,NM,-17,0
13748,100134,1616,54,4437,5916,1186,1827,257,2343,106,The Upstate National Bank,139794,96.68767123287671,0.91,8.1,4,Commercial Lending Specialization,N,-4,0
4193,108271,443,220,3146,4739,1250,1844,252,979,90,THE SEILING STATE BANK,118389,118.43835616438356,1.1,13.26,2,Agricultural  Specialization,NM,0,0
9137,224994,1593,1310,7061,10415,2232,4051,252,2229,39,The Osgood State Bank,255780,104.43013698630136,0.95,9.02,5,Commercial Lending Specialization,NM,0,0
7128,555283,3357,2695,16594,25932,6068,9409,252,4513,128,The National Union Bank of Kinderhook,632032,165.72054794520548,0.96,9.49,12,Commercial Lending Specialization,N,-169,0
28530,362066,3040,4278,15567,17800,2277,9179,252,3401,110,Forward Bank,459448,100.42739726027398,0.51,4.47,8,Agricultural  Specialization,SB,-112,0
5123,639732,1621,4176,20341,29396,7687,11365,252,5309,44,Deerwood Bank,713920,109.21643835616439,1.24,11.19,13,Commercial Lending Specialization,NM,0,0
1028,129015,981,2687,6132,7475,1496,2778,259,2731,26,FBT Bank & Mortgage,161857,88.40547945205479,0.94,9.06,5,All Other Specialization  < 1 Billion,SM,-778,0
4049,133187,970,1360,6127,9269,3532,3930,259,1447,16,First Enterprise Bank,160051,112.43561643835616,2.16,17.62,6,Commercial Lending Specialization,NM,0,0
22618,322682,3226,897,11446,18914,4349,8041,252,2301,6,"Republic Bank, Inc.",422806,41.224657534246575,1.07,9.86,6,Commercial Lending Specialization,NM,0,0
23627,3555599,28618,63789,164822,255855,78028,90965,181,48243,1924,Republic Bank & Trust Company,5230165,37.35616438356164,1.51,13.02,46,Commercial Lending Specialization,NM,0,0
10672,86736,449,891,3457,4354,1055,1931,259,963,8,The Exchange Bank,98205,89.0054794520548,1.05,9.71,3,Commercial Lending Specialization,NM,0,0
12121,37681,110,67,900,1387,357,524,252,298,0,Buckley State Bank,42690,98.54246575342465,0.84,7.25,1,Agricultural  Specialization,NM,0,0
15489,344335,2049,2933,9804,16216,7264,5366,252,3482,21,West Plains Bank and Trust Company,394873,136.16986301369863,1.89,16.41,6,Commercial Lending Specialization,NM,-20,0
258,2802027,15357,46187,85429,129659,58610,52453,185,23946,509,Stock Yards Bank & Trust Company,3301156,115.02191780821917,1.78,17.43,38,Commercial Lending Specialization,NM,-1,0
29476,241920,1095,2574,10732,11003,1360,5870,252,3635,10,Home Federal Savings and Loan Association of Grand Island,282020,84.0027397260274,0.49,4.21,7,Commercial Lending Specialization,SA,0,0
16934,52037,202,186,1618,1453,-131,584,257,749,0,Citizens State Bank,55733,111.43561643835616,-0.24,-3.63,2,Mortgage Lending Specialization,NM,-4,0
10885,15512,84,10,593,756,66,319,211,223,0,Bank of Chestnut,18252,117.43835616438356,0.31,3.27,1,Agricultural  Specialization,NM,0,0
27045,300672,3055,1109,9038,13383,1595,4960,259,2943,115,Pilot Bank,360631,31.706849315068492,0.48,4.62,6,Commercial Lending Specialization,SM,0,0
20761,117581,498,907,6114,6823,938,3555,218,1938,10,Heritage First Bank,133500,115.43835616438356,0.71,6.83,3,Commercial Lending Specialization,NM,0,0
29488,1612535,19200,11444,51326,64133,4076,30017,183,15010,627,First Federal Savings and Loan Association of Lakewood,1960391,83.87123287671233,0.22,2.19,18,Mortgage Lending Specialization,SA,0,0
4318,185606,1512,1639,6306,9278,1666,3386,259,2199,46,The Riddell National Bank,216405,133.9945205479452,0.76,9.17,4,Commercial Lending Specialization,N,-23,0
4199,102698,349,631,2437,4145,1909,1522,209,620,7,The First National Bank of Stigler,110583,115.13972602739726,1.73,25,1,Agricultural  Specialization,N,9,0
18374,189246,3153,1034,4980,12192,3582,3032,252,1614,150,Security State Bank,285473,58.0958904109589,1.32,9,2,Agricultural  Specialization,NM,-36,0
1730,72847,571,365,2432,3701,1000,1255,218,806,71,Peoples Bank of Greensboro,86590,115.25753424657535,1.13,13.97,1,Agricultural  Specialization,NM,5,0
4042,423109,2759,3942,21222,22630,2484,12106,192,6608,40,Legacy Bank,463292,117.43835616438356,0.53,6.25,11,Commercial Lending Specialization,NM,0,0
28555,74894,802,653,4048,4476,212,2070,218,1644,63,Valley Central Bank,112482,135.44931506849315,0.19,0.77,2,Commercial Lending Specialization,SA,0,0
19977,7469282,108702,58485,181964,355012,96188,101350,191,57776,1097,Israel Discount Bank of New York,9229216,97.42465753424658,1.06,10.58,7,Commercial Lending Specialization,NM,-2903,0
6100,22295,104,123,673,880,215,304,216,310,0,Citizens Bank & Trust Company,24813,92.32602739726028,0.84,9.17,1,Other Specialized Lending < 1 Billion,NM,0,0
15762,27012,150,169,1047,1559,418,523,211,399,0,First American Bank,30664,78.9068493150685,1.37,11.54,1,Agricultural  Specialization,NM,0,0
29510,233244,1850,2623,12210,14024,1760,7260,257,2584,34,Newton Federal Bank,309070,91.42191780821918,0.59,2.94,2,Commercial Lending Specialization,SA,0,0
11324,64390,102,799,2105,2322,676,1261,252,602,5,Farmers and Merchants State Bank of Bushnell,70539,105.43013698630136,0.96,11.34,2,Agricultural  Specialization,NM,-5,0
4319,381161,2075,2310,10209,16474,5283,5992,192,3198,52,"FCN Bank, National Association",441703,119.43835616438356,1.19,11.47,5,Commercial Lending Specialization,N,-13,0
3214,538417,2086,4593,19218,24841,5595,10963,252,5988,23,National United,604026,129.8082191780822,0.9,8.88,6,Commercial Lending Specialization,N,0,0
8067,48260,418,285,1591,2777,705,727,252,713,51,Community State Bank,59516,88.17260273972603,1.19,9.14,1,Agricultural  Specialization,NM,0,0
30618,7835,43,10,355,351,-57,193,259,144,0,Wabash Savings Bank,9047,129.44383561643835,-0.61,-4.71,1,All Other Specialization  < 1 Billion,SB,0,0
1622,28256,79,60,885,1283,288,472,252,303,0,First Security Bank,30718,129.11780821917807,0.93,12.99,2,All Other Specialization  < 1 Billion,NM,0,0
9188,35535,125,126,1172,1789,466,639,257,417,12,Farmers & Merchants Bank,40434,110.43287671232876,1.15,9.81,1,Commercial Lending Specialization,NM,-2,0
422,66104,484,480,2644,4367,1217,1330,259,911,42,Bank of Commerce,78190,88.41917808219178,1.53,12.08,2,Commercial Lending Specialization,NM,-52,0
7151,946572,5542,10359,30723,41522,10448,16466,190,10704,372,The Lyons National Bank,1081698,154.46027397260275,0.99,12.93,15,Commercial Lending Specialization,N,-35,0
3219,180170,1743,955,5284,9861,2300,3438,252,1318,36,"Gilmer National Bank, Gilmer, Texas",210533,118.10958904109589,1.05,7.67,1,All Other Specialization  < 1 Billion,N,-4,0
3217,188031,1488,528,4413,7615,1593,2359,259,1506,17,First National Bank of Giddings,209953,129.44383561643835,0.79,7.58,2,Agricultural  Specialization,N,0,0
8397,38624,94,334,1525,1808,403,634,259,722,18,The Waterford Commercial and Savings Bank,44537,111.43561643835616,0.91,7.08,2,All Other Specialization  < 1 Billion,NM,-3,0
13416,49666,90,705,1631,2693,1641,1080,250,374,0,Oklahoma State Bank,56628,89.30958904109589,3.01,30.05,2,Agricultural  Specialization,NM,0,0
28567,313295,4383,457,7477,10425,-4953,4198,252,2532,99,Roselle Bank,410169,130.44383561643835,-1.23,-7.93,4,Mortgage Lending Specialization,SB,4,0
1014,578415,2461,6816,20318,24478,7251,10997,190,6599,195,ChoiceOne Bank,666767,121.43835616438356,1.13,10.05,15,Commercial Lending Specialization,SM,25,0
1468,151943,790,594,2857,5658,2199,1432,252,968,72,Bank of Crockett,169195,132.14246575342466,1.35,13.08,5,Agricultural  Specialization,SM,1,0
18059,1058395,2104,4079,25233,55753,21333,15813,187,6616,38,The Bank of Commerce,1250072,59.81917808219178,1.81,11.96,16,Agricultural  Specialization,NM,0,0
29535,90942,424,566,2913,3863,899,1466,259,1067,6,De Witt Savings Bank,108966,132.44657534246576,0.81,6.65,2,All Other Specialization  < 1 Billion,SB,1,0
1296,166699,598,3053,7818,8249,2215,3463,218,2347,17,Farmers Bank,206560,111.85479452054794,1.08,5.72,11,All Other Specialization  < 1 Billion,NM,0,0
5999,18392,122,52,945,1199,148,690,252,216,9,First State Bank in Temple,24939,100.01369863013699,0.6,3.03,1,Agricultural  Specialization,SM,-6,0
902,225278,2014,2920,6600,9412,3418,3931,259,1787,6,Byron Bank,257078,86.92054794520548,1.33,13.37,5,Commercial Lending Specialization,NM,77,0
15323,215652,2022,851,6454,11337,2745,4380,259,1255,12,Silver Lake Bank,268686,110.43287671232876,1.02,8.85,5,Commercial Lending Specialization,NM,0,0
11722,379745,2611,2465,9772,16911,4877,5401,252,2428,40,"The Peoples State Bank of Newton, Illinois",456261,144.45479452054795,1.14,10.85,9,Agricultural  Specialization,NM,-42,0
4016,1070072,4692,18092,42777,45447,12461,25755,187,11192,196,The First National Bank in Sioux Falls,1245686,133.76164383561644,1.05,8.33,18,Agricultural  Specialization,N,96,0
26397,515401,2988,2302,13029,20389,4758,7248,250,4432,142,Greenfield Co-operative Bank,610808,114.43561643835616,0.78,6.92,10,Mortgage Lending Specialization,SM,0,0
8647,110039,147,1072,4709,4780,813,2540,259,1381,30,Farmers State Bank,121528,104.14520547945206,0.69,7.79,5,All Other Specialization  < 1 Billion,NM,-74,0
12874,657225,6579,3850,21470,33645,7426,13060,192,5114,223,Katahdin Trust Company,802900,101.24931506849315,0.93,9.87,17,Commercial Lending Specialization,NM,0,0
15465,469417,914,3968,16032,19762,5163,9278,252,4990,72,United Southern Bank,521393,82.25205479452055,0.99,11.64,13,Commercial Lending Specialization,NM,0,0
4208,156834,1604,1261,5271,7803,2180,3206,252,1600,49,Anchor D Bank,188086,113.2904109589041,1.36,10.4,3,Agricultural  Specialization,SM,0,0
3226,481301,2855,2598,15193,26665,6808,9758,252,3605,102,Ciera Bank,567202,129.67123287671234,1.24,9.48,8,Commercial Lending Specialization,SM,0,0
4209,39912,158,183,1042,1794,787,547,211,384,15,First  Bank of Thomas,46825,115.03287671232877,1.67,11.86,1,Commercial Lending Specialization,SM,10,0
3225,90435,707,4340,4773,5066,3911,2962,218,1637,0,"Titan Bank, N.A.",105391,112.43561643835616,3.4,30.08,2,Commercial Lending Specialization,N,0,0
8821,118847,1100,367,3052,7176,3214,2163,252,481,49,United Farmers State Bank,153673,105.43013698630136,2.1,18.17,3,Agricultural  Specialization,NM,0,0
30401,1498504,17083,10175,52188,75554,11518,30418,187,15816,870,Penn Community Bank,2158804,97.42465753424658,0.56,4.35,26,Commercial Lending Specialization,SB,0,0
16547,107900,989,239,3536,5597,1155,2514,252,704,0,Bank Plus,141261,72.24657534246575,0.86,8.56,4,Agricultural  Specialization,NM,0,0
88,419512,4939,3282,14250,22442,4675,8172,192,4582,231,Generations Bank,521255,111.66849315068494,0.95,10.49,11,Commercial Lending Specialization,NM,11,0
22020,270254,1347,4083,12434,15724,4017,7516,250,3361,172,INSOUTH Bank,323312,150.45753424657534,1.26,13.19,6,Commercial Lending Specialization,SM,0,0
3228,531879,1952,3131,16058,22929,6255,10162,192,4621,101,The First National Bank of Granbury,598650,132.44657534246576,1.05,10.01,8,Commercial Lending Specialization,N,0,0
22271,241316,611,2527,7651,10891,4527,4663,259,1997,33,First National Bank,289114,43.04383561643836,1.57,9.91,8,Other Specialized Lending < 1 Billion,N,0,0
15763,125800,591,1214,4002,5862,2519,2496,252,937,14,FIRST NATIONAL BANK OF NOKOMIS,145121,78.73972602739725,1.67,15.14,4,Agricultural  Specialization,N,0,0
1617,1446994,12462,29474,58280,74240,20519,33741,187,17387,270,The Bank of Missouri,1773230,127.59452054794521,1.2,9.66,35,Commercial Lending Specialization,NM,-2,0
26516,193947,1889,482,5483,8213,802,3290,218,1848,74,Wakefield Co-operative Bank,225219,132.44657534246576,0.36,4.8,2,Mortgage Lending Specialization,SB,-85,0
275,159440,1452,1324,6266,8251,1547,3097,259,2473,35,"Morgantown Bank & Trust Company, Incorporated",193864,138.7835616438356,0.81,9.28,5,All Other Specialization  < 1 Billion,NM,0,0
30422,194732,2109,928,6993,10574,1285,3993,257,2073,0,First Federal Bank of Wisconsin,262646,97.42465753424658,0.49,2.68,4,Commercial Lending Specialization,SA,-204,0
26536,222890,2238,1033,7953,11494,1583,4280,259,2991,61,BankGloucester,273665,132.44657534246576,0.62,7.46,2,Commercial Lending Specialization,SB,0,0
15092,81561,168,362,2398,3061,855,1427,252,656,31,Richland County Bank,99497,138.44931506849315,0.87,4.95,1,All Other Specialization  < 1 Billion,NM,0,0
13603,39375,106,39,1172,1379,157,627,252,459,9,The Nekoma State Bank,43702,102.71506849315068,0.35,4.26,2,Agricultural  Specialization,NM,0,0
7659,378234,4604,748,8659,18712,5045,5063,252,2987,199,New Tripoli Bank,480155,109.24657534246575,1.09,9.73,3,All Other Specialization  < 1 Billion,SM,134,0
4738,176461,1059,975,5578,8202,2284,3080,250,2008,69,First Bank of Newton,196281,145.73698630136985,1.18,12.27,4,Consumer Lending Specialization,NM,0,0
12266,233161,1242,2253,9706,9463,598,5111,258,3423,16,Mechanics & Farmers Bank,256968,111.27123287671233,0.23,3.17,8,Commercial Lending Specialization,NM,0,0
11300,18532,51,45,577,939,259,351,252,121,0,Oakdale State Bank,21142,98.43561643835616,1.24,10.89,1,Agricultural  Specialization,NM,0,0
90270,447862,4588,13695,31672,21283,-2086,19900,250,8242,173,Envision Bank,615042,168.47123287671232,-0.31,-2.66,7,Commercial Lending Specialization,SB,-11,0
30434,53254,247,159,2440,3227,419,1433,259,687,148,"Morganton Savings Bank, S.S.B.",89694,116.43835616438356,0.51,1.77,1,Commercial Lending Specialization,SB,-58,0
9812,33569,328,148,1145,2006,665,744,252,205,17,Adams State Bank,49659,101.38082191780822,1.36,7.24,1,Agricultural  Specialization,NM,0,0
872,181263,644,960,5651,10610,5266,3082,259,2112,13,State Bank of Cochran,218625,97.41369863013699,2.43,15.22,4,Commercial Lending Specialization,NM,-9,0
14158,708479,3563,9203,28955,32215,7166,14401,190,10802,150,Union Bank,804593,128.44383561643835,0.95,11.89,20,Commercial Lending Specialization,NM,10,0
26522,316092,2457,852,6453,15736,6611,3935,252,1578,15,The Bank,360050,33.49315068493151,1.88,16.08,11,Agricultural  Specialization,NM,0,0
3230,183874,623,1011,4544,8648,3368,2613,218,1584,105,Grandview Bank,202974,128.84657534246574,1.66,19.61,3,Commercial Lending Specialization,NM,0,0
3826,58486,291,104,1456,2170,485,900,211,357,3,The First National Bank of Okawville,66034,98.94246575342466,0.76,6.74,1,Agricultural  Specialization,N,0,0
22964,395098,1796,3324,14250,19848,5865,8251,192,3808,40,First Community Bank,434254,39.63835616438356,1.39,16.82,9,Commercial Lending Specialization,NM,7,0
17302,155910,1029,753,4512,6138,1091,2393,252,1099,43,Titonka Savings Bank,181382,103.43013698630136,0.62,6.13,3,Agricultural  Specialization,SM,1,0
1599,73894,651,286,2236,4083,1481,1573,211,373,5,Farmers and Merchants State Bank of Blooming Prairie,82320,115.09041095890412,1.8,23.15,2,Agricultural  Specialization,NM,0,0
15729,137751,507,688,5181,5682,712,2821,252,1742,13,Partners Bank,163696,79.16438356164383,0.4,2.82,6,Agricultural  Specialization,NM,5,0
34468,108505,1001,722,3747,5595,1404,1990,211,1371,44,Two Rivers Bank,140348,22.28219178082192,1,8.28,2,Agricultural  Specialization,NM,-9,0
15249,88046,423,569,3179,4566,1141,1828,259,1023,39,United Citizens Bank & Trust Company,109320,147.45753424657534,1.04,8.86,5,Agricultural  Specialization,NM,0,0
27043,112741,643,736,3593,5454,1599,1968,259,1127,14,Sanger Bank,132763,31.695890410958903,1.2,8.21,2,Commercial Lending Specialization,SM,0,0
28614,243409,2112,1830,12594,12061,-815,7167,252,3296,73,"The Equitable Bank, S.S.B.",309808,92.42191780821918,-0.27,-5.84,6,Commercial Lending Specialization,SB,0,0
1436,19230,189,61,782,1071,-80,473,252,225,0,Ashton State Bank,22089,110.51506849315068,-0.37,-3.57,1,Agricultural  Specialization,NM,0,0
9104,39150,325,83,870,1927,775,593,252,221,2,American Savings Bank,49276,120.41369863013699,1.59,7.76,1,Agricultural  Specialization,NM,0,0
21721,126649,178,338,2947,4235,1420,1720,259,922,4,Heritage Bank of Schaumburg,146539,44.78904109589041,0.98,7.43,1,Commercial Lending Specialization,NM,0,0
26511,244591,3508,253,5243,10740,1937,3107,259,1794,0,Melrose Bank,318912,129.44383561643835,0.62,5.28,1,Mortgage Lending Specialization,SB,509,0
14662,204632,1008,4266,8808,9669,3631,5748,252,2207,6,TrustBank,234233,106.73150684931507,1.59,14.74,6,Agricultural  Specialization,NM,0,0
10987,70893,156,-152,2038,2735,17,1246,218,641,92,Cambridge State Bank,79378,105.2958904109589,0.02,0.2,4,Commercial Lending Specialization,NM,0,0
11706,54407,364,78,1766,2387,306,1071,252,442,2,1st Community Bank,62612,109.43287671232876,0.48,5.05,2,Agricultural  Specialization,NM,-13,0
16495,57629,414,360,1606,2950,1290,905,252,564,32,Gruver State Bank,68552,72.72602739726027,1.86,17.46,1,Agricultural  Specialization,NM,0,0
